製品区分,製品コード,製造指示番号,手配区分名,製番,納期,指示数,単位名,受入数,製番ステータス区分,備考,登録日,手配区分,商品コード,商品名,規格,型式,図番,品種分類コード,品種分類名,品種コード,品種名,張地種別,型紙区分１,型紙区分２,張地番号１,張地番号２,張地幅１,張地幅２,ファスナー色１,ファスナー色２,マジックテープ色１,マジックテープ色２,糸番１,糸番２,洗濯表示１,洗濯表示２,品番,仕様,ピース,パーツ,木色,特区
CU      FN,CU      FN 5050         38/2358,SZS000007534,製番手配入力,JUC000002026-02,2019/12/04,1,ﾋﾟｰｽ,1,1,38/2358×確認中　№161652 N264同ﾛｯﾄ,2019/11/20,5,CU      0003218,CUｸｯｼｮﾝ 50F,CU      FN 5050         38/2358,,,1,製品,0019,クッション,布,G,,38/2358,,1.37000,,BR,,BE,,108,,B,,CU,FN,5050,,,
CU      FN,CU      FN 5050         38/2546,SZS000006943,製番手配入力,JUC000001967-06,2019/11/28,1,ﾋﾟｰｽ,0,0,,2019/11/18,5,CU      0002466,CUｸｯｼｮﾝ 50F,CU      FN 5050         38/2546,,,1,製品,0019,クッション,布,G,,38/2546,,1.37000,,BL,,BL,,1017,,B,,CU,FN,5050,,,
CU      FN,CU      FN 5050         38/2567,SZS000004374,製番手配入力,JUC000001160-02,2020/02/21,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,CU      0002480,CUｸｯｼｮﾝ 50F,CU      FN 5050         38/2567,,,1,製品,0019,クッション,布,H,,38/2567,,1.37000,,BE,,BE,,1014,,B,,CU,FN,5050,,,
CU      FN,CU      FN 5050         48/2009,SZS000002128,製番手配入力,JUC000000314-04,2019/12/20,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,CU      0003998,CUｸｯｼｮﾝ 50F,CU      FN 5050         48/2009,,,1,製品,0019,クッション,布,ｶH,,48/2009,,1.44000,,BE,,BE,,1022,,G,,CU,FN,5050,,,
CU      FN,CU      FN 5050         48/2206,SZS000007007,製番手配入力,JUC000001976-06,2019/11/27,1,ﾋﾟｰｽ,0,0,,2019/11/20,5,CU      0003919,CUｸｯｼｮﾝ 50F,CU      FN 5050         48/2206,,,1,製品,0019,クッション,布,G,,48/2206,,1.40000,,BL,,BL,,1017,,B,,CU,FN,5050,,,
CU      FN,CU      FN 5050         48/2207,SZS000002207,製番手配入力,JUC000000328-04,2020/01/20,3,ﾋﾟｰｽ,0,0,,2019/11/13,5,CU      0003995,CUｸｯｼｮﾝ 50F,CU      FN 5050         48/2207,,,1,製品,0019,クッション,布,G,,48/2207,,1.40000,,BL,,BL,,1017,,B,,CU,FN,5050,,,
CU      FN,CU      FN 5050         48/2207,SZS000002667,製番手配入力,JUC000000447-03,2019/12/13,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,CU      0003995,CUｸｯｼｮﾝ 50F,CU      FN 5050         48/2207,,,1,製品,0019,クッション,布,G,,48/2207,,1.40000,,BL,,BL,,1017,,B,,CU,FN,5050,,,
CU      FN,CU      FN 5050         48/2207,SZS000007304,製番手配入力,JUC000002003-05,2020/01/20,3,ﾋﾟｰｽ,0,0,,2019/11/20,5,CU      0003995,CUｸｯｼｮﾝ 50F,CU      FN 5050         48/2207,,,1,製品,0019,クッション,布,G,,48/2207,,1.40000,,BL,,BL,,1017,,B,,CU,FN,5050,,,
CU      FN,CU      FN 5050         48/6009,SZS000006714,製番手配入力,JUC000001935-04,2019/12/14,2,ﾋﾟｰｽ,0,0,,2019/11/18,5,CU      0001851,CUｸｯｼｮﾝ 50F,CU      FN 5050         48/6009,,,1,製品,0019,クッション,布,G,,48/6009,,1.40000,,BE,,BE,,1000,,B,,CU,FN,5050,,,
CU      FN,CU      FN 5050         VER/ONY,SZS000003481,製番手配入力,JUC000000699-05,2019/12/02,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,CU      0002828,CUｸｯｼｮﾝ 50F,CU      FN 5050         VER/ONY,,,1,製品,0019,クッション,布,G,,VER/ONY,,1.37000,,BL,,BL,,170,,,,CU,FN,5050,,,
D495,D495       01       DB  22/5310,SZS000004107,製番手配入力,JUC000001045-01,,4,ﾋﾟｰｽ,0,0,,2019/11/13,5,D495    0000265,ｽﾚｰﾇ ﾁｪｱ,D495       01       DB  22/5310,,,1,製品,0013,ダイニングチェア,布,G,,22/5310,,1.35000,,BE,,BE,,1004,,B,,D495,,01,,DB,
D528,D528       10       DB  22/2618,SZS000002094,製番手配入力,JUC000000304-01,2020/02/15,4,ﾋﾟｰｽ,0,0,,2019/11/13,5,D528    0000130,ｶｽﾄｰﾙD ｱｰﾑﾚｽﾁｪｱ,D528       10       DB  22/2618,,,1,製品,0013,ダイニングチェア,布,G,,22/2618,,1.40000,,BE,,BE,,1022,,D,,D528,,10,,DB,
D528,D528       10       GY  38/2352        A,SZS000003123,製番手配入力,JUC000000599-01,2020/02/19,4,ﾋﾟｰｽ,0,0,,2019/11/13,5,D528    0000234,ｶｽﾄｰﾙD ｱｰﾑﾚｽﾁｪｱ,D528       10       GY  38/2352        A,,,1,製品,0013,ダイニングチェア,布,G,,38/2352,,1.37000,,BE,,BE,,101,,B,,D528,,10,,GY,A
D528,D528       10       GY  38/2558,SZS000004345,製番手配入力,JUC000001148-02,2020/01/27,4,ﾋﾟｰｽ,0,0,,2019/11/13,5,D528    0000022,ｶｽﾄｰﾙD ｱｰﾑﾚｽﾁｪｱ,D528       10       GY  38/2558,,,1,製品,0013,ダイニングチェア,布,G,,38/2558,,1.45000,,BE,,BE,,1000,,B,,D528,,10,,GY,
D795    N,D795    N  01       NA  38/2568,SZS000001651,製番手配入力,JUC000000181-02,2019/12/02,1,ﾋﾟｰｽ,0,0,ﾗﾐﾈｰﾄ加工,2019/11/06,5,D795    0000148,ｶﾌﾙ ｱｰﾑﾁｪｱ,D795    N  01       NA  38/2568,,,1,製品,0013,ダイニングチェア,布,H,,38/2568,,1.45000,,BL,,BL,,170,,B,,D795,N,01,,NA,
D795    N,D795    N  10       NA  38/2568,SZS000001646,製番手配入力,JUC000000181-01,2019/12/02,4,ﾋﾟｰｽ,0,0,ﾗﾐﾈｰﾄ加工　38/2568確認済,2019/11/06,5,D795    0000147,ｶﾌﾙ ｱｰﾑﾚｽﾁｪｱ,D795    N  10       NA  38/2568,,,1,製品,0013,ダイニングチェア,布,H,,38/2568,,1.45000,,BL,,BL,,170,,B,,D795,N,10,,NA,
D975    CN,D975    CN 10       BL  48/2009       9,SZS000007270,製番手配入力,JUC000002001-01,2020/01/15,2,ﾋﾟｰｽ,0,0,納期問合せ中　特注BL脚　,2019/11/20,5,D975    0000381,ｴﾋﾟ ｱｰﾑﾚｽﾁｪｱ BL,D975    CN 10       BL  48/2009       9,,,1,製品,0013,ダイニングチェア,布,ｶH,,48/2009,,1.44000,,BE,,BE,,1022,,G,,D975,CN,10,,BL,9
ELT001  N,ELT001  N  1010     GS,SZS000002212,製番手配入力,JUC000000329-01,2020/01/22,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,ELT001  0000037,ELT001 ｽｸｴｱｾﾝﾀｰﾃｰﾌﾞﾙ,ELT001  N  1010     GS,,,1,製品,0012,リビングテーブル,製品張地種別の名称＝無指定＋＋＋＋＋＋＠,,,,,,,,,,,,,,,ELT001,N,1010,,GS,
ELT001  N,ELT001  N  1010     GS,SZS000002979,製番手配入力,JUC000000549-01,2020/03/16,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,ELT001  0000037,ELT001 ｽｸｴｱｾﾝﾀｰﾃｰﾌﾞﾙ,ELT001  N  1010     GS,,,1,製品,0012,リビングテーブル,製品張地種別の名称＝無指定＋＋＋＋＋＋＠,,,,,,,,,,,,,,,ELT001,N,1010,,GS,
ELT001  N,ELT001  N  1010     GS,SZS000007309,製番手配入力,JUC000002004-01,2020/01/22,1,ﾋﾟｰｽ,0,0,ｷｰﾌﾟ分使用,2019/11/20,5,ELT001  0000037,ELT001 ｽｸｴｱｾﾝﾀｰﾃｰﾌﾞﾙ,ELT001  N  1010     GS,,,1,製品,0012,リビングテーブル,製品張地種別の名称＝無指定＋＋＋＋＋＋＠,,,,,,,,,,,,,,,ELT001,N,1010,,GS,
ELT001  N,ELT001  N  11055    GS,SZS000004611,製番手配入力,JUC000001247-01,,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,ELT001  0000045,ELT001 ｾﾝﾀｰﾃｰﾌﾞﾙ,ELT001  N  11055    GS,,,1,製品,0012,リビングテーブル,製品張地種別の名称＝無指定＋＋＋＋＋＋＠,,,,,,,,,,,,,,,ELT001,N,11055,,GS,
ELT001  N,ELT001  N  8080     GS,SZS000002287,製番手配入力,JUC000000337-01,,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,ELT001  0000042,ELT001 ｽｸｴｱｾﾝﾀｰﾃｰﾌﾞﾙ,ELT001  N  8080     GS,,,1,製品,0012,リビングテーブル,製品張地種別の名称＝無指定＋＋＋＋＋＋＠,,,,,,,,,,,,,,,ELT001,N,8080,,GS,
ELT001  N,ELT001  N  8080     GS,SZS000002443,製番手配入力,JUC000000386-05,,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,ELT001  0000042,ELT001 ｽｸｴｱｾﾝﾀｰﾃｰﾌﾞﾙ,ELT001  N  8080     GS,,,1,製品,0012,リビングテーブル,製品張地種別の名称＝無指定＋＋＋＋＋＋＠,,,,,,,,,,,,,,,ELT001,N,8080,,GS,
ELT001  N,ELT001  N  8080     GS,SZS000003828,製番手配入力,JUC000000944-01,,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,ELT001  0000042,ELT001 ｽｸｴｱｾﾝﾀｰﾃｰﾌﾞﾙ,ELT001  N  8080     GS,,,1,製品,0012,リビングテーブル,製品張地種別の名称＝無指定＋＋＋＋＋＋＠,,,,,,,,,,,,,,,ELT001,N,8080,,GS,
ELT001  N,ELT001  N  8080     GS,SZS000004027,製番手配入力,JUC000001029-01,,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,ELT001  0000042,ELT001 ｽｸｴｱｾﾝﾀｰﾃｰﾌﾞﾙ,ELT001  N  8080     GS,,,1,製品,0012,リビングテーブル,製品張地種別の名称＝無指定＋＋＋＋＋＋＠,,,,,,,,,,,,,,,ELT001,N,8080,,GS,
ELT001  N,ELT001  N  8080     GS,SZS000004976,製番手配入力,JUC000001433-01,,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,ELT001  0000042,ELT001 ｽｸｴｱｾﾝﾀｰﾃｰﾌﾞﾙ,ELT001  N  8080     GS,,,1,製品,0012,リビングテーブル,製品張地種別の名称＝無指定＋＋＋＋＋＋＠,,,,,,,,,,,,,,,ELT001,N,8080,,GS,
F242,F242       09           38/2556,SZS000006926,製番手配入力,JUC000001967-01,2019/11/28,1,ﾋﾟｰｽ,0,0,UG,2019/11/18,5,F242    0001122,ﾘｺD 3P片肘ｿﾌｧ,F242       09           38/2556,,,1,製品,0013,ダイニングチェア,布,G,,38/2556,,1.45000,,BE,,BE,,104,,B,,F242,,09,,,
F242,F242       17L          48/2206,SZS000006932,製番手配入力,JUC000001967-02,2019/11/28,1,ﾋﾟｰｽ,0,0,,2019/11/18,5,F242    0001123,ﾘｺD ｽﾂｰﾙL,F242       17L          48/2206,,,1,製品,0013,ダイニングチェア,布,G,,48/2206,,1.40000,,BL,,BL,,1017,,B,,F242,,17L,,,
F242,F242       17L      BL  48/2009       9,SZS000007275,製番手配入力,JUC000002001-02,2020/01/15,1,ﾋﾟｰｽ,0,0,納期問合せ中　特注BL脚,2019/11/20,5,F242    0001125,ﾘｺD ｽﾂｰﾙL　BL,F242       17L      BL  48/2009       9,,,1,製品,0013,ダイニングチェア,布,ｶH,,48/2009,,1.44000,,BE,,BE,,1022,,G,,F242,,17L,,BL,9
H287    N,H287    N  10           18/3919,SZS000006524,製番手配入力,JUC000001918-01,2019/12/06,1,ﾋﾟｰｽ,0,0,№JUC000001914同一ﾛｯﾄ,2019/11/18,5,H287    0000986,ｴﾑﾃﾞﾝ 1Pｱｰﾑﾚｽｿﾌｧ,H287    N  10           18/3919,,,1,製品,0011,ソファ,布,G,,18/3919,,1.35000,,BE,,BE,,1000,,E,,H287,N,10,,,
H287    N,H287    N  10           22/2607,SZS000003428,製番手配入力,JUC000000689-01,2020/01/17,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,H287    0000947,ｴﾑﾃﾞﾝ 1Pｱｰﾑﾚｽｿﾌｧ,H287    N  10           22/2607,,,1,製品,0011,ソファ,布,G,,22/2607,,1.37000,,BL,,BL,,170,,D,,H287,N,10,,,
H287    N,H287    N  13           22/2607,SZS000003434,製番手配入力,JUC000000689-02,2020/01/17,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,H287    0000948,ｴﾑﾃﾞﾝ ｱｰﾑ,H287    N  13           22/2607,,,1,製品,0011,ソファ,布,G,,22/2607,,1.37000,,BL,,BL,,170,,D,,H287,N,13,,,
H287    N,H287    N  14           22/2607,SZS000003439,製番手配入力,JUC000000689-03,2020/01/17,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,H287    0000949,ｴﾑﾃﾞﾝ ｱｰﾑ,H287    N  14           22/2607,,,1,製品,0011,ソファ,布,G,,22/2607,,1.37000,,BL,,BL,,170,,D,,H287,N,14,,,
MP,MP         7030         22/5508,SZS000003471,製番手配入力,JUC000000699-03,2019/12/02,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,MP      0000423,ﾏﾙﾁﾋﾟﾛｰｸｯｼｮﾝ,MP         7030         22/5508,,,1,製品,0019,クッション,布,G,,22/5508,,1.37000,,BL,,BL,,1017,,C,,MP,,7030,,,
MP,MP         7030         L3/518,SZS000002184,製番手配入力,JUC000000321-04,2019/12/14,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,MP      0000056,ﾏﾙﾁﾋﾟﾛｰｸｯｼｮﾝ,MP         7030         L3/518,,,1,製品,0019,クッション,革,L,,L3/518,,0.00000,,BL,,BL,,170,,,,MP,,7030,,,
N264,N264       35           48/2009,SZS000002518,製番手配入力,JUC000000411-04,2020/01/06,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0002453,ﾌｨﾅﾝｼｪ 背ｸｯｼｮﾝ,N264       35           48/2009,,,1,製品,0011,ソファ,布,ｶH,,48/2009,,1.44000,,BE,,BE,,1022,,G,,N264,,35,,,
N264,N264       36           18/3928,SZS000004001,製番手配入力,JUC000001011-01,2019/12/02,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0002353,ﾌｨﾅﾝｼｪ 背ｸｯｼｮﾝ,N264       36           18/3928,,,1,製品,0011,ソファ,布,G,,18/3928,,1.40000,,BL,,BL,,1017,,G,,N264,,36,,,
N264,N264       36           18/5169,SZS000004114,製番手配入力,JUC000001045-03,2019/12/19,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0000090,ﾌｨﾅﾝｼｪ 背ｸｯｼｮﾝ,N264       36           18/5169,,,1,製品,0011,ソファ,布,G,,18/5169,,1.37000,,BE,,BE,,1022,,E,,N264,,36,,,
N264,N264       36           22/2618,SZS000002513,製番手配入力,JUC000000411-03,2020/01/06,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0001351,ﾌｨﾅﾝｼｪ 背ｸｯｼｮﾝ,N264       36           22/2618,,,1,製品,0011,ソファ,布,G,,22/2618,,1.40000,,BE,,BE,,1022,,D,,N264,,36,,,
N264,N264       36           22/5509,SZS000002689,製番手配入力,JUC000000455-03,2020/01/10,3,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0000936,ﾌｨﾅﾝｼｪ 背ｸｯｼｮﾝ,N264       36           22/5509,,,1,製品,0011,ソファ,布,G,,22/5509,,1.37000,,BE,,BE,,1000,,C,,N264,,36,,,
N264,N264       36           22/5600,SZS000004056,製番手配入力,JUC000001035-02,2019/12/24,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0000983,ﾌｨﾅﾝｼｪ 背ｸｯｼｮﾝ,N264       36           22/5600,,,1,製品,0011,ソファ,布,G,,22/5600,,1.37000,,BE,,BE,,1022,,C,,N264,,36,,,
N264,N264       36           22/5609,SZS000002863,製番手配入力,JUC000000529-04,2020/01/06,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0000946,ﾌｨﾅﾝｼｪ 背ｸｯｼｮﾝ,N264       36           22/5609,,,1,製品,0011,ソファ,布,G,,22/5609,,1.37000,,BE,,BE,,1000,,C,,N264,,36,,,
N264,N264       36           28/2520,SZS000006731,製番手配入力,JUC000001936-03,2019/12/24,3,ﾋﾟｰｽ,0,0,,2019/11/18,5,N264    0000081,ﾌｨﾅﾝｼｪ 背ｸｯｼｮﾝ,N264       36           28/2520,,,1,製品,0011,ソファ,布,GR,,28/2520,,1.37000,,BE,,BE,,1000,,B,,N264,,36,,,
N264,N264       36           38/2238,SZS000003884,製番手配入力,JUC000000980-05,2020/01/20,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0000007,ﾌｨﾅﾝｼｪ 背ｸｯｼｮﾝ,N264       36           38/2238,,,1,製品,0011,ソファ,布,ｶGZZ,,38/2238,,1.40000,,BL,,BL,,1017,,B,,N264,,36,,,
N264,N264       36           38/6177,SZS000002858,製番手配入力,JUC000000529-03,2020/01/06,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0001464,ﾌｨﾅﾝｼｪ 背ｸｯｼｮﾝ,N264       36           38/6177,,,1,製品,0011,ソファ,布,G,,38/6177,,1.40000,,BE,,BE,,1000,,B,,N264,,36,,,
N264,N264       36           38/6178,SZS000006709,製番手配入力,JUC000001935-03,2019/12/14,2,ﾋﾟｰｽ,0,0,,2019/11/18,5,N264    0000885,ﾌｨﾅﾝｼｪ 背ｸｯｼｮﾝ,N264       36           38/6178,,,1,製品,0011,ソファ,布,G,,38/6178,,1.40000,,BE,,BE,,1000,,B,,N264,,36,,,
N264,N264       36           48/2200,SZS000004124,製番手配入力,JUC000001059-01,2020/02/21,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0002364,ﾌｨﾅﾝｼｪ 背ｸｯｼｮﾝ,N264       36           48/2200,,,1,製品,0011,ソファ,布,G,,48/2200,,1.40000,,BL,,BL,,1017,,B,,N264,,36,,,
N264,N264       36           48/4501,SZS000003889,製番手配入力,JUC000000980-06,2020/01/20,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0000309,ﾌｨﾅﾝｼｪ 背ｸｯｼｮﾝ,N264       36           48/4501,,,1,製品,0011,ソファ,布,ｶG,,48/4501,,1.40000,,BE,,BE,,102,,A,,N264,,36,,,
N264,N264       36           48/6009,SZS000005584,製番手配入力,JUC000001707-02,2019/12/02,3,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0000491,ﾌｨﾅﾝｼｪ 背ｸｯｼｮﾝ,N264       36           48/6009,,,1,製品,0011,ソファ,布,G,,48/6009,,1.40000,,BE,,BE,,1000,,B,,N264,,36,,,
N264,N264       36           48/8145,SZS000003211,製番手配入力,JUC000000656-02,2020/01/07,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0000777,ﾌｨﾅﾝｼｪ 背ｸｯｼｮﾝ,N264       36           48/8145,,,1,製品,0011,ソファ,布,G,,48/8145,,1.37000,,BE,,BE,,102,,B,,N264,,36,,,
N264,N264       36           DIN/GRA,SZS000005346,製番手配入力,JUC000001641-01,2020/01/24,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0002416,ﾌｨﾅﾝｼｪ 背ｸｯｼｮﾝ,N264       36           DIN/GRA,,,1,製品,0011,ソファ,布,G,,DIN/GRA,,1.37000,,BL,,BL,,1017,,,,N264,,36,,,
N264,N264       36           MYS/PUT,SZS000003285,製番手配入力,JUC000000668-03,2020/02/29,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0002574,ﾌｨﾅﾝｼｪ 背ｸｯｼｮﾝ,N264       36           MYS/PUT,,,1,製品,0011,ソファ,布,GR,,MYS/PUT,,1.37000,,BE,,BE,,104,,,,N264,,36,,,
N264,N264       36           MYS/SLA,SZS000004287,製番手配入力,JUC000001134-01,2020/01/20,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0002350,ﾌｨﾅﾝｼｪ 背ｸｯｼｮﾝ,N264       36           MYS/SLA,,,1,製品,0011,ソファ,布,GR,,MYS/SLA,,1.37000,,BL,,BL,,162,,,,N264,,36,,,
N264,N264       36           MYS/SLA,SZS000004292,製番手配入力,JUC000001134-02,2020/01/20,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0002350,ﾌｨﾅﾝｼｪ 背ｸｯｼｮﾝ,N264       36           MYS/SLA,,,1,製品,0011,ソファ,布,GR,,MYS/SLA,,1.37000,,BL,,BL,,162,,,,N264,,36,,,
N264,N264       36           T7183,SZS000005753,製番手配入力,JUC000001778-02,2019/12/16,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0002215,ﾌｨﾅﾝｼｪ 背ｸｯｼｮﾝ,N264       36           T7183,,,1,製品,0011,ソファ,布,G-R,,T7183,,1.40000,,BL,,BL,,1017,,,,N264,,36,,,
N264,N264       36           T7188,SZS000006824,製番手配入力,JUC000001946-04,2019/12/16,4,ﾋﾟｰｽ,0,0,,2019/11/18,5,N264    0002606,ﾌｨﾅﾝｼｪ 背ｸｯｼｮﾝ,N264       36           T7188,,,1,製品,0011,ソファ,布,G-R,,T7188,,1.40000,,BL,,BL,,1017,,,,N264,,36,,,
N264,N264       36           VER/PEA,SZS000005384,製番手配入力,JUC000001644-04,2020/02/03,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0001159,ﾌｨﾅﾝｼｪ 背ｸｯｼｮﾝ,N264       36           VER/PEA,,,1,製品,0011,ソファ,布,G,,VER/PEA,,1.37000,,BR,,,,1017,,,,N264,,36,,,
N264,N264       36           VER/PEA,SZS000005389,製番手配入力,JUC000001644-05,2020/02/03,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0001159,ﾌｨﾅﾝｼｪ 背ｸｯｼｮﾝ,N264       36           VER/PEA,,,1,製品,0011,ソファ,布,G,,VER/PEA,,1.37000,,BR,,,,1017,,,,N264,,36,,,
N264,N264       36           VER/PEA,SZS000005498,製番手配入力,JUC000001684-03,2019/11/29,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0001159,ﾌｨﾅﾝｼｪ 背ｸｯｼｮﾝ,N264       36           VER/PEA,,,1,製品,0011,ソファ,布,G,,VER/PEA,,1.37000,,BR,,,,1017,,,,N264,,36,,,
N264    AN,N264    AN 06           38/2690        1,SZS000003872,製番手配入力,JUC000000980-01,2020/01/20,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0001463,ﾌｨﾅﾝｼｪ 片肘ｿﾌｧ,N264    AN 06           38/2690        1,,,1,製品,0011,ソファ,布,G,,38/2690,,1.40000,,BE,,BE,,1004,,B,,N264,AN,06,,,1
N264    AN,N264    AN 06           T7188         1,SZS000006806,製番手配入力,JUC000001946-01,2019/12/16,1,ﾋﾟｰｽ,0,0,UG　1:ﾄﾗｲｱﾙ脚,2019/11/18,5,N264    0002603,ﾌｨﾅﾝｼｪ 片肘ｿﾌｧ,N264    AN 06           T7188         1,,,1,製品,0011,ソファ,布,G-R,,T7188,,1.40000,,BL,,BL,,1017,,,,N264,AN,06,,,1
N264    AN,N264    AN 07           22/5509        1,SZS000002677,製番手配入力,JUC000000455-01,2020/01/10,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0001659,ﾌｨﾅﾝｼｪ 片肘ｿﾌｧ,N264    AN 07           22/5509        1,,,1,製品,0011,ソファ,布,G,,22/5509,,1.37000,,BE,,BE,,1000,,C,,N264,AN,07,,,1
N264    AN,N264    AN 07           38/6177        1,SZS000002852,製番手配入力,JUC000000529-02,2020/01/06,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0002145,ﾌｨﾅﾝｼｪ 片肘ｿﾌｧ,N264    AN 07           38/6177        1,,,1,製品,0011,ソファ,布,G,,38/6177,,1.40000,,BE,,BE,,1000,,B,,N264,AN,07,,,1
N264    AN,N264    AN 07           T7188         1,SZS000006812,製番手配入力,JUC000001946-02,2019/12/16,1,ﾋﾟｰｽ,0,0,1:ﾄﾗｲｱﾙ脚,2019/11/18,5,N264    0002604,ﾌｨﾅﾝｼｪ 片肘ｿﾌｧ,N264    AN 07           T7188         1,,,1,製品,0011,ソファ,布,G-R,,T7188,,1.40000,,BL,,BL,,1017,,,,N264,AN,07,,,1
N264    AN,N264    AN 07           VER/PEA        1,SZS000005366,製番手配入力,JUC000001644-01,2020/02/03,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0002189,ﾌｨﾅﾝｼｪ 片肘ｿﾌｧ,N264    AN 07           VER/PEA        1,,,1,製品,0011,ソファ,布,G,,VER/PEA,,1.37000,,BR,,,,1017,,,,N264,AN,07,,,1
N264    AN,N264    AN 17S          22/2618        1,SZS000002507,製番手配入力,JUC000000411-02,2020/01/06,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0001964,ﾌｨﾅﾝｼｪ ｽﾂｰﾙS,N264    AN 17S          22/2618        1,,,1,製品,0011,ソファ,布,G,,22/2618,,1.40000,,BE,,BE,,1022,,D,,N264,AN,17S,,,1
N264    AN,N264    AN 17S          22/5600        1,SZS000004061,製番手配入力,JUC000001035-03,2019/12/24,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0001628,ﾌｨﾅﾝｼｪ ｽﾂｰﾙS,N264    AN 17S          22/5600        1,,,1,製品,0011,ソファ,布,G,,22/5600,,1.37000,,BE,,BE,,1022,,C,,N264,AN,17S,,,1
N264    AN,N264    AN 17S          38/6178        1,SZS000006703,製番手配入力,JUC000001935-02,2019/12/14,1,ﾋﾟｰｽ,0,0,ﾄﾗｲｱﾙ脚,2019/11/18,5,N264    0001716,ﾌｨﾅﾝｼｪ ｽﾂｰﾙS,N264    AN 17S          38/6178        1,,,1,製品,0011,ソファ,布,G,,38/6178,,1.40000,,BE,,BE,,1000,,B,,N264,AN,17S,,,1
N264    AN,N264    AN 17S          DIN/CHR       1,SZS000001316,製番手配入力,JUC000000152-01,2019/12/14,1,ﾋﾟｰｽ,0,0,UG　1:ﾄﾗｲｱﾙ脚,2019/11/06,5,N264    0002592,ﾌｨﾅﾝｼｪ ｽﾂｰﾙS,N264    AN 17S          DIN/CHR       1,,,1,製品,0011,ソファ,布,G,,DIN/CHR,,1.37000,,BL,,BL,,1017,,,,N264,AN,17S,,,1
N264    AN,N264    AN 17S          MYS/PUT        1,SZS000003279,製番手配入力,JUC000000668-02,2020/02/29,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0002573,ﾌｨﾅﾝｼｪ ｽﾂｰﾙS,N264    AN 17S          MYS/PUT        1,,,1,製品,0011,ソファ,布,GR,,MYS/PUT,,1.37000,,BE,,BE,,104,,,,N264,AN,17S,,,1
N264    AN,N264    AN 17S          VER/PEA        1,SZS000005378,製番手配入力,JUC000001644-03,2020/02/03,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0002191,ﾌｨﾅﾝｼｪ ｽﾂｰﾙS,N264    AN 17S          VER/PEA        1,,,1,製品,0011,ソファ,布,G,,VER/PEA,,1.37000,,BR,,,,1017,,,,N264,AN,17S,,,1
N264    AN,N264    AN 20           22/2618        1,SZS000002501,製番手配入力,JUC000000411-01,2020/01/06,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N264    0002452,ﾌｨﾅﾝｼｪ 2Pｱｰﾑﾚｽｿﾌｧ,N264    AN 20           22/2618        1,,,1,製品,0011,ソファ,布,G,,22/2618,,1.40000,,BE,,BE,,1022,,D,,N264,AN,20,,,1
