id,hinban,item,description,remarks,unit,uprice,ouritem,vol,zaiko,kento,hcode,cat
2152,"CH356-59 SD426-17","CH356-59 SD42617","ヘッドレスト  (SADY/GY)","",pcs,"","","",0,0,"",""
2153,"CH356-59 SD426-17","CH356-59 SD426-17","","",pcs,"","","",0,0,"",""
2154,"CH356-59 SD426/01","CH356-59 SD426/01","","",pcs,"","","",0,0,"",""
2155,"CH356-59 SD426/34","CH356-59 SD426/34","","ヘッドレスト",pcs,"","","",0,0,"",""
2156,"CH356-59 SD42632","CH356-59 SD42632","ヘッドレスト  (SADY/BE)","",pcs,"","","",0,0,"",""
2157,"CH356-59 SP/122N","CH356-59 SP/122N","","",pcs,"","","",0,0,"",""
2158,"CH356-59 SP/126N","CH356-59 SP/126N","","",pcs,"","","",0,0,"",""
2159,"CH356-59 SP/178","CH356-59 SP/178","ヘッドレスト","別製品",pcs,"確認中","",0.09,0,0,"",""
2160,"CH356-59 SP/181","CHS356-59 SP/181","Head-rest ","",pcs,23.3,"",0.09,0,0,"",""
2161,"CH356-59 SP/182","CHS356-59 SP/182","Head-rest ","",pcs,23.3,"",0.09,0,0,"",""
2162,"CH356-59 SP/183","CH356-59 SP/183","ヘッドレスト","",pcs,23.3,"",0.09,0,0,"",""
2163,"CH356-59 SP/190","CHS356-59 SP/190","Head-rest ","別製品",pcs,22.5,"",0.09,0,0,"",""
2164,"CH356-59 SP/192","CHS356-59 SP/192","Head-rest ","別製品",pcs,22.5,"",0.09,0,0,"",""
2165,"CH356-59 SP/196","CHS356-59 SP/196","Head-rest ","別製品",pcs,22.5,"",0.09,0,0,"",""
2166,"CH356-59 SP/209","CHS356-59 SP/209","Head-rest ","別製品",pcs,22.5,"",0.09,0,0,"",""
2168,"CH356-59C SD426-20","CH356-59C SD426-20","only cover リビングハウス (SADY/CGY)","ヘッドレスト",pcs,"","","",0,0,"",""
2169,"CH356-59用梱包材一式","CH356-59用梱包材一式","梱包用ダンボールと白い不織布","",pcs,"","","",0,0,"",""
2170,"CH406-02 SN/01","CH406-02 SN/01","","布地:CHILI:01 (ベージュ)",pcs,235.5,"",1.15,0,0,"",""
2171,"CH406-02 SO/11","CH406-02 SO/11",Fugue2,"",pcs,243.1,"",1.15,0,0,"",""
2172,"CH406-02 SO/12","CH406-02 SO/12","","布地:SO/12",pcs,243.1,"",1.15,0,0,"",""
2173,"CH406-02 SO/12","CH406-02 SO/12",Fugue2,"",pcs,243.1,"",1.15,0,0,"",""
2174,"CH406-02 SO/12","CH406-06 SO/12","","布地:SO/12",pcs,224.8,"",1.11,0,0,"",""
2175,"CH406-02 SO/12","CH406-07 SO/12","","布地:SO/12",pcs,224.8,"",1.11,0,0,"",""
2176,"CH406-02 SO/12","CH406-49 SO/12","","布地:SO/12",pcs,201.7,"",1.01,0,0,"",""
2177,"CH406-02 SO/12","CH406-50 SO/12","","布地:SO/12",pcs,201.7,"",1.01,0,0,"",""
2178,"CH406-02 SP/198","CH406-02 SP/198","","別製品",pcs,248.5,"",1.15,0,0,"",""
2179,"CH406-02/06/07ザCU","CH406-02/06/07ザCU","seat cushions(ウレタン付)","",pcs,"","","",0,0,"",""
2180,CH406-02B,CH406-02B,"Fugue2-Nude 2P Sofa","",pcs,172.2,CH406-02B,1.15,0,0,"",""
2181,CH406-02B,CH406-02B,"Fugue2-Nude 2P Sofa","",pcs,"","","",0,0,"",""
2182,"CH406-02用 インナーカバー","CH406-02用 インナーカバー","","",pcs,"","","",0,0,"",""
2183,"CH406-02用 梱包材一式","CH406-02用 梱包材一式","梱包用ダンボールと白い不織布","",pcs,"","","",0,0,"",""
2184,"CH406-03 SN/01","CH406-03 SN/01","Fugue2 3P Sofa","別製品",pcs,256.5,"CH406-03 SP/122N",1.31,0,0,"",""
2185,"CH406-03 SO/11","CH406-03 SO/11",Fugue2,"",pcs,264.5,"",1.31,0,0,"",""
2186,"CH406-03 SO/12","CH406-03 SO/12",Fugue2,"",pcs,264.5,"",1.31,0,0,"",""
2187,"CH406-03 SP/122N","CH406-03 SN/01","Fugue2 3P Sofa","別製品 布地:CHILI:01(ベージュ)",pcs,256.5,"",1.31,0,0,"",""
2188,"CH406-03 SP/122N","CH406-03 SP/122N","","別製品 張地:SP/122N",pcs,"","","",0,0,"",""
2189,"CH406-03 SP/192","CH406-03 SP/192","","別製品",pcs,270.2,"",1.31,0,0,"",""
2190,"CH406-03 SP/196","CH406-03 SP/196","","別製品",pcs,270.2,"",1.31,0,0,"",""
2191,"CH406-03 座L","CH406-03 座クッションL","座クッションヌードのみ左","",pcs,37.4,"",0.3,0,0,"",""
2192,"CH406-03 座R","CH406-03 座クッションR","座クッションヌードのみ右","",pcs,37.4,"","",0,0,"",""
2193,CH406-03B,CH406-03B,"Fugue2-Nude 3P Sofa","",pcs,188.1,CH406-03B,1.31,0,0,"",""
2194,CH406-03B,CH406-03B,"Fugue2-Nude 3P Sofa","",pcs,188.1,"",1.31,0,0,"",""
2195,CH406-03B,CH406-03B,"Fugue2-Nude 3P Sofa","出荷済み",pcs,188.1,"",1.31,0,0,"",""
2197,"CH406-06 SN/01","CH406-06 SN/01","","別製品",pcs,224.8,"",1.11,0,0,"",""
2199,"CH406-06 SO/11","CH406-06 SO/11",Fugue2,"",pcs,224.8,"",1.11,0,0,"",""
2200,"CH406-06 SO/12","CH406-06 SO/12",Fugue2,"",pcs,224.8,"",1.11,0,0,"",""
2201,"CH406-06 SP/122N","CH406-06 SP/122N","","別製品",pcs,252.1,"",1.11,0,0,"",""
2202,"CH406-06 SP/183","CH406-06 SP/183","","別製品",pcs,239.9,"",1.11,0,0,"",""
2203,"CH406-06 SP/194","CH406-06 SP/194","","別製品",pcs,236.5,"",1.11,0,0,"",""
2204,"CH406-06 SP/196","CH406-06 SP/196","","別製品",pcs,236.5,"",1.11,0,0,"",""
2205,"CH406-06 座クッションヌード","CH406-03 座クッションヌード","座クッションヌードのみ (シート+ベース全て)","",set,"","","",0,0,"",""
2206,"CH406-06 座クッションヌード","CH406-06 座クッションヌード","フェザー部・ベース部両方 1台分(2個)","",set,"","",0.3,0,0,"",""
2207,"CH406-06 座クッションヌード","CH406-06 座クッションヌード","座クッションヌードのみ","",set,"","",0.3,0,0,"",""
2208,CH406-06B,CH406-06B,"Fugue2-06 (406) Nude Sofa","",pcs,154.3,CH406-06B,1.04,0,0,"",""
2209,CH406-06B,CH406-06B,"Fugue2-06 (406) Nude Sofa","",pcs,154.3,"",1.01,0,0,"",""
2210,CH406-06B,CH406-06B,"Fugue2-06 (406) Nude Sofa","別製品",pcs,154.3,"",1.01,0,0,"",""
2211,"CH406-06用 インナーカバー","CH406-06用 インナーカバー","","",pcs,"","","",0,0,"",""
2212,"CH406-06用 梱包材一式","CH406-06用 梱包材一式","梱包用ダンボールと白い不織布","",pcs,"","","",0,0,"",""
2213,"CH406-07 SE","CH406-07用 背クッション","CH406-07用 背クッション","",pcs,"","","",0,0,"",""
2215,"CH406-07 SO/11","CH406-07 SO/11",Fugue2,"",pcs,224.8,"",1.11,0,0,"",""
2216,"CH406-07 SO/12","CH406-07 SO/12",Fugue2,"",pcs,224.8,"",1.11,0,0,"",""
2217,"CH406-07 SP/183","CH406-07 SP/183","","別製品 張地:SP/183",pcs,247.5,"",1.11,0,0,"",""
2218,"CH406-07 SP/190","CH406-07 SP/190","","別製品",pcs,236.5,"",1.11,0,0,"",""
2219,"CH406-07 SP/196","CH406-07 SP/196","","別製品",pcs,236.5,"",1.11,0,0,"",""
2220,CH406-07B,CH406-07B,"Fugue2-07 (406) Nude Sofa","",pcs,154.3,CH406-07B,1.04,0,0,"",""
2221,CH406-07B,CH406-07B,"Fugue2-07 (406) Nude Sofa","",pcs,154.3,"",1.11,0,0,"",""
2222,"CH406-17L SN/01","CH406-17L SN/01","スツール","別製品",pcs,"","","",0,0,"",""
2223,"CH406-17L SP/192","CH406-17L SP/192","スツール","別製品",pcs,79.1,"","",0,0,"",""
2224,"CH406-17L SP/196","CH406-17L SP/196","スツール","別製品",pcs,79.1,"","",0,0,"",""
2225,"CH406-49 SN/01","CH406-49 SN/01","","別製品",pcs,201.7,"",1.01,0,0,"",""
2226,"CH406-49 SO/11","CH406-49 SO/11",Fugue2,"",pcs,201.7,"",1.01,0,0,"",""
2227,"CH406-49 SO/12","CH406-49 SO/12",Fugue2,"",pcs,201.7,"",1.01,0,0,"",""
2228,"CH406-49 SP/183","CH406-49 SP/183","","別製品 張地:SP/183",pcs,221.0,"",1.01,0,0,"",""
2229,"CH406-49 SP/190","CH406-49 SP/190","","別製品",pcs,229.6,"",1.01,0,0,"",""
2230,"CH406-49 SP/196","CH406-49 SP/196","","別製品",pcs,229.6,"",1.11,0,0,"",""
2231,"CH406-49 座クッションヌード","CH406-49 座クッションヌード","座クッションヌードのみ","",pcs,"","","",0,0,"",""
2232,"CH406-49 座クッションヌード","CH406-50 座クッションヌード 羽毛部分のみ","座クッションヌード 羽毛部分のみ","",pcs,"","","",0,0,"",""
2233,CH406-49B,CH406-49B,"Fugue2-49 (406) Nude Couch","",pcs,149.5,CH406-49B,1.04,0,0,"",""
2234,CH406-49B,CH406-49B,"Fugue2-49 (406) Nude Couch","",pcs,149.5,"",1.01,0,0,"",""
2236,"CH406-50 SO/11","CH406-50 SO/11",Fugue2,"",pcs,201.7,"",1.01,0,0,"",""
2237,"CH406-50 SO/12","CH406-50 SO/12",Fugue2,"",pcs,201.7,"",1.01,0,0,"",""
2238,"CH406-50 SP/122N","CH406-50 SP/122N","","別製品",pcs,223.6,"",1.01,0,0,"",""
2239,"CH406-50 SP/183","CH406-50 SP/183","","別製品",pcs,339.5,"",1.11,0,0,"",""
2240,"CH406-50 SP/194","CH406-50 SP/194","","別製品",pcs,229.6,"",1.01,0,0,"",""
2241,"CH406-50 座クッションヌード","CH406-06 座クッションヌード 羽毛部分のみ","座クッションヌード 羽毛部分のみ","",pcs,"","","",0,0,"",""
2242,"CH406-50 座クッションヌード","CH406-50 座クッションヌード","フェザー部・ベース部両方 1台分(1個)","",set,"","","",0,0,"",""
2243,"CH406-50 座クッションヌード","CH406-50 座クッションヌード","座クッションヌードのみ","",set,"","","",0,0,"",""
2244,CH406-50B,CH406-50B,"Fugue2-50 (406) Nude Couch","",pcs,149.5,CH406-50B,1.04,0,0,"",""
2245,CH406-50B,CH406-50B,"Fugue2-50 (406) Nude Couch","",pcs,149.5,"",1.01,0,0,"",""
2246,"CH406-50ザCU","CH406-50ザCU","seat cushions for CH406-50用","座クッション ",pcs,"","","",0,0,"",""
2247,"CH907-03 SO/12","CH907-03 SO/12","ロザーナ 本体+37 クッションはSO/12","37クッション×2付き",pcs,"","","",0,0,"",""
2248,"CH907-03 SO/14","CH907-03 SO/14","ロザーナ 本体+37クッションはSO/14","37クッション×2付き",pcs,"","","",0,0,"",""
2249,"CH907-03 SP/122","CH907-03 SP/122","ロザーナ 本体+37クッションはSP/122","37クッション×2付き",pcs,"","","",0,0,"",""
2250,"CH907-03 SP/122","CH907-03 SP/70","ロザーナ 本体+37クッション×2 はSP/70","37クッション×2付き",pcs,"","","",0,0,"",""
2251,"CH907-03 SP/122N","CH907-03 SP/122N","ロザーナ 本体+37クッションはSP/122","37クッション×2付き",pcs,314.5,"",1.07,0,0,"",""
2252,"CH907-03 SP/122N","CH907-03 SP/122N","ロザーナ 本体+37クッションはSP/122N","37クッション×2付き",pcs,314.5,"",1.07,0,0,"",""
2253,"CH907-03 SP/122N","CH907-03 SP/122N","ロザーナ 本体+37クッションはSP/122N","37クッション×2付き",pcs,314.5,"CH907-03 SP/122N",1.09,0,0,"",""
2254,"CH907-03 SP/126","CH907-03 SP/126","ロザーナ 本体+37クッションはSP/126","37クッション×2付き",pcs,"","","",0,0,"",""
2256,"CH907-03 SP/126N","CH907-03 SP/126N","ロザーナ 本体+37クッションはSP/126N","37クッション×2付き",pcs,314.5,"",1.07,0,0,"",""
2258,"CH907-03 SP/152","CH907-03 SP/152","ロザーナ SP/152","37クッション×2付き",pcs,"","","",0,0,"",""
2259,"CH907-03 SP/209","CH907-03 SP/209","ロザーナ 本体+37クッションはSP/209","別製品 37クッション×2付き",pcs,314.5,"",1.07,0,0,"",""
2260,"CH907-03 SP/70","CH907-03 SP/70","ロザーナ 本体+37クッションもSP/70","37クッション×2付き",pcs,"","","",0,0,"",""
2261,"CH907-03C SP/70","CH907-03C SP/70","ロザーナ 本体カバーのみ","",pcs,"","","",0,0,"",""
2262,"CH907-06 SO/11 SO/12","CH907-06 SO/11 SO/12"," CU35はSO/12  nop ","","","","","",0,0,"",""
2263,"CH907-06 SO/11 SO/12","CH907-06 SO/11 SO/12"," CU35はSO/12 脚=DB色  nop ","","","","","",0,0,"",""
2264,"CH907-06 SO/11 SO/12","CH907-06 SO/11 SO/12"," CU35はSO/12  nop ","","","","","",0,0,"",""
2265,"CH907-06 SO/12 SO/11","CH907-06 SO/12 SO/11"," CU35はSO/11  nop ","","","","","",0,0,"",""
2266,"CH907-06 SO/12 SO/11","CH907-06 SO/12 SO/11"," CU35はSO/11 脚=DB色   nop ","","","","","",0,0,"",""
2267,"CH907-06 SO/12 SO/11","CH907-06 SO/12 SO/11"," CU35はSO/11  nop ","","","","","",0,0,"",""
2268,"CH907-06 SO/14","CH907-06 SO/14","ロザーナ 本体+37クッションはSO/14  CU35はSO/14","CU37x1付き","","","","",0,0,"",""
2269,"CH907-06 SP/122N SP/126N","CH907-06 SP/122N SP/126N","ロザーナ 本体+37CU x 1 はSP/122N","35CU x 1 はSP/126N",set,232.9,"",0.81,0,0,"",""
2270,"CH907-06 SP/126 SP/70","CH907-06 SP/126N SP/70"," CU35はSP/70  nop ","","","","","",0,0,"",""
2271,"CH907-06 SP/126N","CH907-06 SP/126N","ロザーナ 本体+37  35すべてSP/126Nにて","CU37x1付き","","","","",0,0,"",""
2272,"CH907-06 SP/126N","CH907-06 SP/126N","ロザーナ 本体/35/37クッション全てSP/126N","CU35×1","",pcs,"","",0,0,"",""
2273,"CH907-06 SP/126N SP/122N","CH907-06 SP/126N SP/122N","ロザーナ 本体+37CU x 1 はSP/126N","35CU x 1 はSP/122N",set,232.9,"",0.81,0,0,"",""
2274,"CH907-06 SP/150","CH907-06 SP/150","ロザーナ 本体/35/37クッション全てSP/150","CU35×1","",pcs,"","",0,0,"",""
2275,"CH907-06 SP/150 SP/152","CH907-06 SP/150 SP/152"," CU35はSP/152  nop ","","","","","",0,0,"",""
2276,"CH907-06 SP/150 SP/72","CH907-06 SP/150 SP/72"," CU35はSP/72  nop ","","","","","",0,0,"",""
2277,"CH907-06 SP/152 SP/150","CH907-06 SP/152 SP/150"," CU35はSP/150  nop ","","","","","",0,0,"",""
2278,"CH907-06 SP/158","CH907-06 SP/158","ロザーナ 本体/35/37クッション全てSP/158","CU35×1","",pcs,"","",0,0,"",""
2279,"CH907-06 SP/158 SP/150","CH907-06 SP/158 SP/150"," CU35はSP/150  nop ","","","","","",0,0,"",""
2280,"CH907-06 SP/180","CH907-06 SP/180","ロザーナ本体+37クッションはSP/180 CU35はSP/180","35クッション×1 CU37x1付き",set,232.9,"",0.81,0,0,"",""
2281,"CH907-06 SP/180 SP/182","CH907-06 SP/180 SP/182","ロザーナ本体+37クッションはSP/180 CU35はSP/182","35クッション×1 CU37x1付き",set,232.9,"",0.81,0,0,"",""
2282,"CH907-06 SP/182 SP/182","CH907-06 SP/182 SP/182","ロザーナ本体+37クッションはSP/182 CU35はSP/182","35クッション×1 CU37x1付き",set,232.9,"",0.81,0,0,"",""
2283,"CH907-06 SP/183","CH907-06 SP/183","ロザーナ本体+37 クッションはSP/183 CU35はSP/183","35クッション×1 CU37x1付き",set,232.9,"",0.81,0,0,"",""
2284,"CH907-06 SP/70","CH907-06 SP/70","ロザーナ 本体+37クッションはSP/70  CU35はSP/70","CU37x1付き","","","","",0,0,"",""
2285,"CH907-06 SP/70 SP/126N","CH907-06 SP/70 SP/126N"," CU35はSP/126N  nop ","","","","","",0,0,"",""
2286,"CH907-06 SP/70 SP/150","CH907-06 SP/70 SP/150"," CU35はSP/150  nop ","","","","","",0,0,"",""
2287,"CH907-06 SP/70 SP/72","CH907-06 SP/70 SP/72"," CU35はSP/72  nop ","","","","","",0,0,"",""
2288,"CH907-06 SP/72","CH907-06 SP/72","ロザーナ 本体/35/37クッション全てSP/72","CU35×1","",pcs,"","",0,0,"",""
2289,CH907-06B,CH907-06B,"","CU35×1","",pcs,"","",0,0,"",""
2290,"CH907-06C SP/150","CH907-06C SP/150","only cover","CU37x1付き    ","","","","",0,0,"",""
2291,"CH907-06C SP/176","CH907-06C SP/176","only cover","別製品 布地 アッシュ BR",pcs,"","","",0,0,"",""
2292,"CH907-06C SP/176","CH907-06C SP/176","only cover","別製品 布地 アッシュ BR",pcs,"確認中","CH907-06C SP/176","",0,0,"",""
2293,"CH907-06座CU","CH907-06 座クッションのみ","CH906-06 シートクッション","",pcs,"","","",0,0,"",""
2294,"CH907-06用 インナーカバー","CH907-06用 インナーカバー","","",pcs,"","","",0,0,"",""
2295,"CH907-06用 ウレタン/綿/インナーカバー/木脚","CH907-06本体用 ウレタン/綿/インナーカバー/木脚","","No commercial value",set,"","","",0,0,"",""
2296,"CH907-06用 不織布","CH907-06用 梱包用不織布","","No commercial value",pcs,"","","",0,0,"",""
2297,"CH907-06用 座クッション","CH907-06用 座クッション","","No commercial value",pcs,"","","",0,0,"",""
2298,"CH907-06用 座クッション","CH907-06用 座クッション","","No commercial value",set,"","","",0,0,"",""
2299,"CH907-06用 木枠ウレタン","CH907-06用 木枠ウレタン","","No commercial value",pcs,"","","",0,0,"",""
2300,"CH907-06用 梱包材一式","CH907-06用 梱包材一式","梱包用ダンボールと白い不織布","",pcs,"","","",0,0,"",""
2301,"CH907-06用 梱包材一式","CH907-06用 梱包材一式","梱包用ダンボールと白い不織布","No commercial value",set,"","","",0,0,"",""
2302,"CH907-06用 背クッション","CH907-06用 背クッション","","No commercial value",pcs,"","","",0,0,"",""
2303,"CH907-06用 背クッション","CH907-06用 背クッション","","No commercial value",set,"","","",0,0,"",""
2304,"CH907-06用 脚","CH907-06用 脚","","No commercial value",sets,"","","",0,0,"",""
2305,"CH907-07 SO/11 SO/12","CH907-07 SO/11 SO/12"," CU35はSO/12  nop ","","","","","",0,0,"",""
2306,"CH907-07 SO/11 SO/12","CH907-07 SO/11 SO/12"," CU35はSO/12 脚=DB色  nop ","","","","","",0,0,"",""
2307,"CH907-07 SO/11 SO/12","CH907-07 SO/11 SO/12"," CU35はSO/12  nop ","","","","","",0,0,"",""
2308,"CH907-07 SO/12 SO/11","CH907-07 SO/12 SO/11"," CU35はSO/11  nop ","","","","","",0,0,"",""
2309,"CH907-07 SO/12 SO/11","CH907-07 SO/12 SO/11"," CU35はSO/11 脚=DB色   nop ","","","","","",0,0,"",""
2310,"CH907-07 SO/12 SO/11","CH907-07 SO/12 SO/11"," CU35もSO/11  nop ","","","","","",0,0,"",""
2311,"CH907-07 SO/12 SO/11","CH907-50 SO/12 SO/11"," CU35はSO/11  nop ","","","","","",0,0,"",""
2312,"CH907-07 SO/14","CH907-07 SO/14","ロザーナ 本体+37クッションはSO/14、CU35はSO/14","35クッション×1","",pcs,"","",0,0,"",""
2313,"CH907-07 SO/14 SO/13","CH907-07 SO/14 SO/13"," CU35はSO/13  nop ","","","","","",0,0,"",""
2314,"CH907-07 SP/122N SP/126N","CH907-07 SP/122N SP/126N","ロザーナ 本体+37CU x 1 はSP/122N","35CU x 1 はSP/126N",set,232.9,"",0.81,0,0,"",""
2315,"CH907-07 SP/126N SP/122N","CH907-07 SP/126N SP/122N","ロザーナ 本体+37CU x 1 はSP/126N","35CU x 1 はSP/122N",set,232.9,"",0.81,0,0,"",""
2316,"CH907-07 SP/150 SP/152","CH907-07 SP/150 SP/152"," CU35はSP/152 nop  ","","","","","",0,0,"",""
2317,"CH907-07 SP/152 SP/126N","CH907-07 SP/152 SP/126N"," CU35はSP/126N nop  ","","","","","",0,0,"",""
2318,"CH907-07 SP/156 SP/72","CH907-07 SP/156 SP/72"," CU35はSP/72 nop  ","","","","","",0,0,"",""
2319,"CH907-07 SP/158 SP/70","CH907-07 SP/158 SP/70"," CU35はSP/70 nop  ","","","","","",0,0,"",""
2320,"CH907-07 SP/180","CH907-07 SP/180","ロザーナ本体+37クッションはSP/180 CU35はSP/180","35クッション×1 CU37x1付き",set,232.9,"",0.81,0,0,"",""
2321,"CH907-07 SP/183","CH907-07 SP/183","ロザーナ本体+37 クッションはSP/183 CU35はSP/183","35クッション×1 CU37x1付き",set,232.9,"",0.81,0,0,"",""
2322,"CH907-07 SP/70","CH907-07 SP/70","ロザーナ 本体+37クッションはSP/70  CU35はSP/70","CU37x1付き","","","","",0,0,"",""
2323,"CH907-07 SP/70","CH907-07 SP/70","ロザーナ 本体/35/37クッション全てSP/70","CU35×1","",pcs,"","",0,0,"",""
2324,"CH907-07 SP/70 SP/126N","CH907-07 SP/70 SP/126N"," CU35はSP/126 nop  ","","","","","",0,0,"",""
2325,"CH907-07 SP/70 SP/126N","CH907-07 SP/70 SP/126N"," CU35はSP/126N nop  ","","","","","",0,0,"",""
2326,"CH907-07 SP/70 SP/72","CH907-07 SP/70 SP/72"," CU35はSP/72 nop  ","","","","","",0,0,"",""
2327,"CH907-07 SP/72 SP/70","CH907-07 SP/72 SP/70"," CU35はSP/70 nop  ","","","","","",0,0,"",""
2328,"CH907-07 ZA","CH907-07 ZA","CH907-07用座クッション一式","",pcs,"","","",0,0,"",""
2329,"CH907-07 座クッション","CH907-07 座クッションのみ","","へたり/高さクレーム交換分",pcs,18.1,"",0.3,0,0,"",""
2330,CH907-07B,CH907-07B,"背クッション無し","",pcs,"","","",0,0,"",""
2331,"CH907-07C SP/126","CH907-07C SP/126","ロザーナ 本体 Only Cover","",pcs,"","","",0,0,"",""
2332,"CH907-07C SP/180","CH907-07C SP/180","ロザーナ本体 Only Cover","別製品",pcs,"","","",0,0,"",""
2334,"CH907-17 SO/12","CH907-17 SO/12","ロザーナ SO/12","",pcs,"","","",0,0,"",""
2335,"CH907-17 SO/14","CH907-17 SO/14","ロザーナ SO/14","",pcs,"","","",0,0,"",""
2336,"CH907-17 SP/122","CH907-17 SP/122","ロザーナ SP/122","",pcs,"","","",0,0,"",""
2337,"CH907-17 SP/122N","CH907-17 SP/122N","ロザーナ SP/122N","",pcs,85.5,"",0.3,0,0,"",""
2338,"CH907-17 SP/122N","CH907-17 SP/122N","ロザーナ SP/122N","",pcs,85.5,"CH907-17 SP/122N",0.16,0,0,"",""
2339,"CH907-17 SP/126","CH907-17 SP/126","ロザーナ SP/126","35    ","","","","",0,0,"",""
2340,"CH907-17 SP/126","CH907-17 SP/126","ロザーナ SP/126","",pcs,"","","",0,0,"",""
2341,"CH907-17 SP/126","CH907-17 SP/126","","",pcs,"","","",0,0,"",""
2342,"CH907-17 SP/126N","CH907-17 SP/126N","ロザーナ SP/126N","",pcs,85.5,"",0.3,0,0,"",""
2344,"CH907-17 SP/152","CH907-17 SP/152","ロザーナ SP/152","35    ","","","","",0,0,"",""
2345,"CH907-17 SP/158","CH907-17 SP/158","ロザーナ SP/158","35    ","","","","",0,0,"",""
2346,"CH907-17 SP/209","CH907-17 SP/209","ロザーナ SP/209","別製品 布地FREE93",pcs,85.5,"",0.3,0,0,"",""
2347,"CH907-17 SP/70","CH907-17 SP/70","","",pcs,"","","",0,0,"",""
2348,"CH907-17 SP/70","CH907-17 SP/70","ロザーナ SP/70","",pcs,"","","",0,0,"",""
2349,"CH907-17C SP/150","CH907-17C SP/150","only cover","",pcs,"","","",0,0,"",""
2350,"CH907-17C SP/176","CH907-17C SP/176","only cover","別製品 布地 アッシュ BR",pcs,"","","",0,0,"",""
2351,"CH907-17C SP/176","CH907-17C SP/176","only cover","別製品 布地 アッシュ BR",pcs,"確認中","CH907-17C SP/176","",0,0,"",""
2352,"CH907-17C SP/70","CH907-17C SP/70","ロザーナ 本体カバーのみ","",pcs,"","","",0,0,"",""
2353,"CH907-35 SO/11","CH907-35 SO/11","クッションのみ","",pcs,11.7,"","",0,0,"",""
2354,"CH907-35 SO/11","CH907-35 SO/11","","",pcs,11.7,"","",0,0,"",""
2356,"CH907-35 SP/122N","CH907-35 SP/122N","クッションのみ SP/126N","別製品",pcs,13.6,"","",0,0,"",""
2357,"CH907-35 SP/126N","CH907-35 SP/126N","クッションのみ SP/126N","別製品",pcs,13.6,"","",0,0,"",""
2358,"CH907-35 SP/70","CH907-35 SP/70","",CU35,pcs,14.7,"","",0,0,"",""
2359,"CH907-35C SP/152","CH907-35C SP/152","only cover(小) ","",pcs,"","","",0,0,"",""
2360,"CH907-35C SP/178","CH907-35C SP/178","only cover","別製品 布地 アッシュ GY",pcs,"","","",0,0,"",""
2362,"CH907-37 SP/122N","CH907-37 SP/122N","ロザーナ SP/122N","",pcs,"","","",0,0,"",""
2363,"CH907-37 SP/152","CH907-37 SP/152","東京インテリア向け","",pcs,"","","",0,0,"",""
2364,"CH907-37 SP/72","CH907-37 SP/72","東京インテリア向け","",pcs,"","","",0,0,"",""
2365,"CH907-37C SP/150","CH907-37C SP/150","only cover(大) ","",pcs,"","","",0,0,"",""
2366,"CH907-37C SP/176","CH907-37C SP/176","only cover","別製品",pcs,"","","",0,0,"",""
2368,"CH907-37C SP/70","CH907-37C SP/70","ロザーナ 37クッションカバーのみ","",pcs,"","","",0,0,"",""
2369,"CH907-49 SO/11 SO/12","CH907-49 SO/11 SO/12"," CU35はSO/12 nop  ","","","","","",0,0,"",""
2370,"CH907-49 SO/11 SO/12","CH907-49 SO/11 SO/12"," CU35はSO/12 脚=DB色 nop  ","","","","","",0,0,"",""
2371,"CH907-49 SO/11 SO/12","CH907-49 SO/11 SO/12"," CU35はSO/12 nop  ","","","","","",0,0,"",""
2372,"CH907-49 SO/12 SO/11","CH907-49 SO/12 SO/11"," CU35はSO/11 nop  ","","","","","",0,0,"",""
2373,"CH907-49 SO/12 SO/11","CH907-49 SO/12 SO/11"," CU35はSO/11 脚=DB色  nop  ","","","","","",0,0,"",""
2374,"CH907-49 SO/14","CH907-49 SO/14","ロザーナ 本体+37クッションはSO/14、CU35はSO/14","35クッション×1","",pcs,"","",0,0,"",""
2375,"CH907-49 SO/14 SO/13","CH907-49 SO/14 SO/13"," CU35はSO/13 nop  ","","","","","",0,0,"",""
2376,"CH907-49 SP/122N SP/126N","CH907-49 SP/122N SP/126N","ロザーナ 本体+37CU x 1 はSP/122N","35CU x 1 はSP/126N",set,248.4,"",0.86,0,0,"",""
2377,"CH907-49 SP/126","CH907-49 SP/126","ロザーナ 本体+37クッション  CU35SP/126","CU37x1付き","","","","",0,0,"",""
2378,"CH907-49 SP/126N SP/122N","CH907-49 SP/126N SP/122N","ロザーナ 本体+37CU x 1 はSP/126N","35CU x 1 はSP/122N",set,248.4,"",0.86,0,0,"",""
2379,"CH907-49 SP/150 SP/152","CH907-49 SP/150 SP/152"," CU35はSP/152 nop  ","","","","","",0,0,"",""
2380,"CH907-49 SP/152 SP/126N","CH907-49 SP/152 SP/126N"," CU35はSP/126N nop  ","","","","","",0,0,"",""
2381,"CH907-49 SP/156 SP/72","CH907-49 SP/156 SP/72"," CU35はSP/72 nop  ","","","","","",0,0,"",""
2382,"CH907-49 SP/158 SP/70","CH907-49 SP/158 SP/70"," CU35はSP/70 nop  ","","","","","",0,0,"",""
2383,"CH907-49 SP/180","CH907-49 SP/180","ロザーナ本体+37 クッションはSP/180 CU35はSP/180","35クッション×1 CU37x1付き",set,248.2,"",0.86,0,0,"",""
2384,"CH907-49 SP/183 SP/180","CH907-49 SP/183 SP/180"," CU35はSP/180 248.20  ","","","","","",0,0,"",""
